Barcode,Call Number,Title,Author,Year,Edition,ISBN,Publication,Publisher,Collection Code,Physical Description,Note Area,Price
HS01456,GC 648.5 F326 1986,The messie motivator,"Felton, Sandra",6088,,8007556088,Michigan,Fleming H. Revell,GC,191p. ; 21 cm.,,
HS01457,FIC E939 1969,The adventures of Ulysses,"Evslin, Bernard",5994,,590425994,New York,"Scholastic, Inc.",FIC,"v, 179p. : ill. ; 18 cm.",,
HS01458,FIC E427 2001,Adam bede,"Eliot, George",197X,,158279197X,Florida,Trident Press International,FIC,494p. ; 17 cm.,,
HS01459,FIC E471 2002,Parvana's journey,"Ellis, Deborah",5193,,9780888995193,Toronto,Groundwood books,FIC,199p. : maps. ; 19 cm.,,
HS01460,FIC E427m 1992,The mill on the floss,"Eliot, George",1905,,9780307291905,United States,KnopFIL Publishing,FIC,"xv, 597p. ; 21 cm.",,
HS01461,FIC D6211 1961,Mystery of the desert giant,"Dixon, Franklin W.",9402,,448189402,New York,Grosset & Dunlap,FIC,182p. ; 20 cm.,,
HS01462,FIC D1311 2013,Charlie and the chocolate factory,"Dahl, Ronald",0318,,9780142410318,New York,Puffin Books,FIC,155p. : ill. ; 20 cm.,,
HS01463,FIC F2336 1994,"The ear, the eye, and the arm","Farmer, Nancy",5135,,590605135,New York,"Scholastic, Inc.",FIC,311p. ; 20 cm.,,
HS01464,FIC O118d 2013,Daddy love,"Oates, Joyce Carol",2460,,9781781852460,United Kingdom,Head of Zeus Ltd.,FIC,279p. ; 20 cm.,,
HS01465,FIC M8781 1998,Too true,"Morrison, Blake",1624,,1862071624,London,Granta Books,FIC,"viii, 326p. ; 22 cm.",,
HS01466,FIC N6691 2012,The false prince,"Nielsen, Jennifer",4141,,9780545284141,New York,"Scholastic, Inc.",FIC,342p. ; 20 cm.,,
HS01467,FIC M2716 1971,The aeneid of virgil,"Mandelbaum, Allen",0416,,553210416,New York,Bantam Classics,FIC,"xii, 390p. ; 18 cm",,
HS01468,FIC M1522 1996,The last of the savages,"McInerney, Jay",8453,,679428453,New York,"Alfred A. Knopf, Inc.",FIC,271p. ; 24 cm.,,
HS01469,FIC M8781t 2004,Transalator in china,"Morrison, Robert",7265,,1932307265,United States of America,Ambassador Emerald International,FIC,"viii, 115p. ; 19 cm.",,
HS01470,FIC L5662w 1962,A wrinkle in time,"L'Engle, Madeleine",7558,,9780312367558,New York,Square Fish,FIC,212p. ; 18 cm.,,
HS01471,FIC M874m 2012,Me before you,"Moyes, Jojo",2012,,9780143124542,,New York; Penguin Books,FIC,369p,,
HS01472,FIC M874a 2015,After you,"Moyes, Jojo",2015,,9780143108863,,New York; Penguin Books,FIC,352p,,
HS01473,FIC M874o 2014,One plus one,"Moyes, Jojo",7505,,9780143127505,,New York; Penguin Books,FIC,368p,,
HS01474,FIC L9213 1989,Number the stars,"Lowry, Lois",3272,,9780440403272,,A Yearling Book,FIC,137p. ; 19 cm.,,
HS01475,FIC R8847p 1997,Harry potter and the philospher's stone,"Rowling, J.K.",2988,,747542988,London,Bloomsbury,FIC,223p. ; 20 cm.,,
HS01476,FIC R8847s 1997,Harry potter and the sorcerer's stone,"Rowling, J.K.",3403,,590353403,New York,"Scholastic, Inc.",FIC,"vi, 309p. : ill. ; 24 cm.",,
HS01477,FIC R8847s 1997 c.1.,Harry potter and the sorcerer's stone,"Rowling, J.K.",1997,,9780590353427,New York,"Scholastic, Inc.",FIC,"vi, 309p. : ill. ; 20 cm.",,
HS01478,FIC R8847g 2000,Harry potter and the goblet of fire,"Rowling, J.K.",5683,,9781408855683,London,Bloomsbury,FIC,616p. : ill. ; 20 cm.,,
HS01479,FIC R8847o 2003,Harry potter and the order of the phoenix,"Rowling, J.K.",2971,,9780545582971,New York,"Scholastic, Inc.",FIC,"xi, 870p. ; 21 cm.",,
HS01480,FIC R88470 2003 c.1.,Harry potter and the order of the phoenix,"Rowling, J.K.",2003,,978140885569021,London,Bloomsbury,FIC,799p. ; 20 cm.,,
HS01481,FIC R8847h 2005 c.1.,Harry potter and the half-blood prince,"Rowling, J.K.",2005,,9780545582995,New York,"Scholastic, Inc.",FIC,652p. ; 21 cm.,,
HS01482,FIC R8847d 2007,Harry potter and the deathly hollows,"Rowling, J.K.",5713,,9781408855713,London,Bloomsbury,FIC,619p ; 20 cm.,,
HS01483,FIC R8847d 2007 c.1.,Harry potter and the deathly hollows,"Rowling, J.K.",2007,,9780545583008,New York,"Scholastic, Inc.",FIC,759p. ; 21 cm.,,
HS01484,FIC T969 1999 c.1.,The adventurers of tom sawyer,"Twain, Mark",1999,,439099404,New York,"Scholastic, Inc.",FIC,319p. ; 17 cm.,,
HS01485,GC 234.2 E881 2003,"Living by faith or by fate, God's will and man's option","Elwood, Douglas J.",0933,,9711010933,Quezon City,New Day Publishers,GC,"viii, 197p. ; 23 cm.",,
HS01486,GC 330.967 A977 1999,Africa in chaos,"Ayittey, George B.",1895,,31221787051895,New York,St. Martin's Griffin,GC,"vii, 399p. ; 21 cm.",,
HS01487,TR 808.8 C9573 2018,Great books: a treasury of world literature,"Cruz, Jesus Q",,,9786218070301,Mandaluyong City,"Azes Publishing Corporation,",TR,xxviii; 448p. : ill. ; 26 cm.,,
HS01488,TR 320.8 T286 2008,Towards a national ideology: a draft of an emerging filipino identity,"Teston, Modesto Matignas",,,,Pasay City,Airways Publications,TR,"x, 59p. ; 23 cm.",,
HS01489,TR 370.33 Ag66 2005,Mga modelong estratehiya sa pagtuturo ng makabayan: (para sa paaralang sekundarya),"Agno, Lydia N.",2433,,9712342433,Manila,Rex Book Store,TR,"xi, 208p. ; 23 cm.",,
HS01490,TR 371.1024 Z43 2017,Motivating minds: how to promote engagement and participation in k-12 classrooms,"Zeffren, Elisheva",6387,,9781475836387,New York,Rowman & Littlefield,TR,"xiv, 203p. ; 23 cm.",,
HS01491,FIC N424 2015,Hot cocoa hearts,"Nelson, Suzanne",8892,,9780545928892,New York,Scholastic Inc.,FIC,248p. ; 20 cm.,,
HS01492,FIC D2611 2016,Lost stars,"Davis, Lisa Selin",2016,,9781328787316,Boston,Houghton Mifflin Harcourt,FIC,277p. ; 21 cm.,,
HS01493,FIL 306.59 J62 1992,The Philippines a manifold land,"Department of Tourism, Philippines",,,,Anvil Publishing Inc.,,FIL,243p. : col. ill. & maps ; 29 cm.,,
HS01494,R 031 W92 2002,World book ancient egyptian myths & legends,,6145,,9780716626145,Chicago,"World Book, Inc.",REF,64p. : col. ill. ; 29 cm.,,
HS01495,R 031 N53 2008,The new book of knowledge,,5424,,9780717205424,Connecticut,Scholastic Inc.,REF,623p. : col. ill. ; 26 cm.,,
HS01496,GC 839.813 B612h 2014,Hand christian andersen european witness,"Binding, Paul",9232,,9780300169232,London,Yale University Press,GC,482p. ; 24 cm.,,
HS01497,GC 940.5426 O'999 2017,The day the world went nuclear,"O'Reilley, Bill",0335,,9781250120335,New York,Macmillan Publishing Company,GC,"xvii, 301p. : ill. ; 24 cm.",,
HS01498,FIL 899.211 A638 2001,Koleksiyon ng mga dulang pantsikiting,"Cassanova, Arthur P.",2580,,9789712392580,Manila,Rex Book Store,FIL,"xv, 154p. : ill. ; 26 cm.",,
HS01499,TR 400 T125 2009,Journeying through literature and language IV with world literacy texts,"Tagay, Lourna V.",7971,,9789715227971,Makati City,Don Bosco Press,TR,304p. : col. ill. ; 25 cm.,,
HS01500,FIC D22 2000,The scorch trials,"Dashner, James",8767,,9780385738767,,Delacorte Press,FIC,361p. ; 21 cm.,,
HS01501,GC 032.32 G9645 2019,Guinness world records 2020,Guinness World Records Limited,6812,,9781912286812,,Guinness World Records Limited,GC,255p. : col. ill. ; 31 cm.,,
HS01502,GC 500.2 N21353 2001,Science voyages: physical science,National Geographic Society,9915,,78239915,,National Geographic Society,GC,"xx, 606p. : col. ill. ; 29 cm.",,
HS01503,R 636.0887 E563 2018,The encyclopedia of animals,,7107,,9780785837107,London,New Burlington,REF,304p. : col. ill. ; 30 cm.,,
HS01504,FIC D7541 1997,The adventures of sherlock holmes,"Doyle, A Conan",1997,,9780759398740,,Baronet Books,FIC,238p. : ill. ; 21 cm.,,
HS01505,GC 241.4 K271 2021,The simple difference: how every small kindness makes a big impact,"Keife, Becky",8051,,9780800738051,Michigan,Revell,GC,198p. ; 22 cm,includes bibliographical references.,₱199.00
HS01506,GC 741.2 L757 2015,"How to draw anything: landscapes, people, animals, cartoons","Linley, Mark",2237,,9780716022237,,Robinson,GC,"286p. : ill., ; 20 cm",,₱299.00
HS01507,GC 362 K9226 2021,I hate you - don't leave me: understanding the borderline personality,"Kreisman, Jerold J. & Straus, Hal",8499,Third Edition,9780593418499,,tarcher Perigee,GC,318p. ; 21 cm.,includes index.,
HS01508,GC 332 L7951 2017,Adaptive markets: financial evolution at the speed of thought,"Lo, Andrew W.",5144,,9780691135144,,Princetion University Press,GC,"483p. : ill., ; 25 cm",includes index.,"₱2,835.00"
HS01509,GC 005.74 J939 2017,Database systems: introduction to databases and data warehouses,"Jukic, Nenad., Vrbsky, Susan., & Nestorov, Svetlozar",3190,,9781943153190,,Prospect Press,GC,375p. : ill. ; 29 cm.,includes index.,"₱3,400.00"
HS01510,GC 006.76 H3663 2016,Create with code: build your own website,"Hatter, Clyde",8737,,9781405278737,Great Britain,Egmont,GC,"93p. : col. ill., ; 25 cm.",,₱449.00
HS01511,GC 641.5 S4251 2012,The healthy voyager's global kitchen: 150 plant-based recipes from around the world,"Scott-Hamilton, Carolyn",4872,,9781592334872,,Fair Winds Press,GC,"256p. : col. ill., ; 24 cm.",includes index.,
HS01512,GC 658.3 N5589 2015,Organizational behavior: human behavior at work,"Newswtrom, John W.",7568,,9789814607568,New York,McGraw-Hill Education,GC,556p. ; 26 cm.,includes index.,₱895.00
HS01513,GC 512 M7347 2019,Must know high school algebra: find out the important stuff in a flash solve algebra problems from the get-go,"Monahan, Chris",2921,,9781260452921,New York,McGraw-Hill Education,GC,427p. : ill. ; 24 cm.,,₱885.00
HS01514,R 031.02 O132 2021,2022 Book of world records,"O'Brien, Cynthia",8046,,9781338768046,Scholastic Inc.,,REF,"284p. : col. ill., ; 23 cm.",includes index.,
HS01515,GC 028.7071 C162 2006,"The blue book on information age inquiry, instruction and literacy","Callison, Daniel & Preddy, Leslie",3257,,9781591583257,London,Libraries Unlimited,GC,"xiv, 643p. : ill. ; 28 cm.",includes index.,
HS01516,GC 005.743 J26 2024,"Applied analytics: for data analysts, engineers, and scientists","Jalao, Eugene Rex L.",0606,,9786210900606,Quezon City,The Univesity of the Philippines,GC,"xv, 715p. : 26 cm.",,"₱2,400.00"
HS01517,GC 300.72 M1149 2024,Qualitative research,"Macapagal, Paulo Manuel L.",5181,,9786210225181,Quezon City,Central Books,GC,397p. : 23 cm,,₱840.00
HS01518,GC 519.5 G2161 2003 p1,Fundamental concepts and methods in statistics (part 1),"Garcia, George A.",2003,,9715062253,,UST Publishing House,GC,318p. : 23 cm.,,₱50.00
HS01519,GC 519.5 G2161 2003 p2,Fundamental concepts and methods in statistics (part 2),"Garcia, George A.",2004,,9715062741,,UST Publishing House,GC,341p. : 23 cm.,,₱50.00
HS01520,GC 150 D3219 2012,General psychology: a bird's-eye view,"De Guzman, Rosalito G., Reyes, Glody T., & Tengco-Pacquing, Ma. Criselda",6785,,9789715066785,,UST Publishing House,GC,215p. : 25 cm.,,₱168.00
HS01521,GC 808.066 D2915 2007,Legal writing,"Decano, Alicia",4286,,9789715064286,,UST Publishing House,GC,"xviii, 801p. ; 26cm.",,₱555.00
HS01522,GC 808.02 C961 2023,Research 101: a guide to easy research writing,"Cuarto, Polemer M.",2036,,9786210222036,Quezon City,Central Books,GC,145p. : 30 cm.,"Co-authors: Apostol, Enya Marie., Cawagdan-Cuarto, Harieth., & Maglalang, Kathy.",₱620.00
HS01523,GC 808.02 A148 2020,Practical research 1: introduction to qualitative research for senior high,"Abila, Sanley & Fernandez, Cheryl Joy",5424,,9789712735424,,Anvil Publishing,GC,"xv, 192p. : 26 cm.",,₱395.00
HS01524,GC 001.42 Q79 2018,Understanding research in the digital age,"Quinton, Sarah & Reynolds, Nina",8812,,9781473978812,,Sage Publications,GC,"xvii, 234p. : 24 cm.",,"₱3,300.00"
HS01525,GC 100 A1416 2024,Introduction to the philosophy of the human person for senior high school,"Abella, Roberto D.",1922,,9789719821922,,C&E Publishing Inc.,GC,"viii, 212p. : 26 cm.",,
HS01526,GC 512.1 D3219 2021,Precalculus with software applications for senior high school,"De Guzman, Danilo",5068,Revised edition,9789719815068,,C&E Publishing Inc.,GC,"vi, 255p. : 26 cm.",,
HS01527,GC 515 D3312 2022,Basic calculus for senior high school,"dela cruz, Perla S,, Maderal, Lea D., and Valdez, Ma. Theresa Christine",9776,Revised edition,9789719819776,,C&E Publishing Inc.,GC,"x, 324p. : 26 cm.",,
HS01528,GC 001.4 C933 2022 p1,Practical research 1 for senior high school,Cristobal Amadeo Pangilinan,2022,Revised edition,9789719816195,,C&E Publishing Inc.,GC,"vii, 317p. : 26 cm.",,
HS01529,GC 001.4 C933 2022 p2,Practical research 2 for senior high school,Cristobal Amadeo Pangilinan,2022,Revised edition,9789719816232,,C&E Publishing Inc.,GC,"vii, 292p. : 26 cm",,
HS01530,GC 540 C8222 2016,Basic chemistry for senior high school,"Coronel-Magno, Marcelita",1044,,9789712731044,,Anvil Publishing,GC,302p. : 26 cm,,₱585.00
HS01531,GC 500 D988 2020,Earth and life sciences for senior high school,"Duyanen, Joselito P.",2852,,9789719812852,,C&E Publishing Inc.,GC,"vii, 364p. ; col. ill, : 26 cm",,
HS01532,GC 500.2 C1359 2020,Physical Science for senior high school,"Caintic, Helen E.",2883,Revised Edition,9789719812883,,C&E Publishing Inc.,GC,"xiii, 192p. ; col. ill., : 26 cm",,
HS01533,GC 320.95 J869 2020,Philippine politics and governance for senior high school,"Joven, Arnel E.",3583,Revised Edition,9789719813583,,c&E Publishing Inc.,GC,"viii, 365p. ; ill., : 26 cm",,
HS01534,GC 510 D2319 2023,General mathematics,"De Guzman, Danilo B.",1946,,9789719821946,,c&E Publishing Inc.,GC,"vii, 252p. ; ill. : 26 cm",,
HS01535,GC 808.042 C339 2023,English for academic and professional purposes: worktext on 21st century communication skills for senior high school,"Casinto, Carlo Domingo",1090,,9789719821090,,c&E Publishing Inc.,GC,"ix, 178p. ; ill. : 26 cm",,
HS01536,GC 657.42 A2441 2022,"Fundamentals of accountancy, business, and management 1 (a procedural approach): for senior high school","Aduana, Nick L.",7925,,9789719817925,,c&E Publishing Inc.,GC,"xii, 401p. ; ill. : 26 cm",,
HS01537,GC 574 E9239 2022 b1,General biology 1 for senior high school,"Evangelista, Luisito T.",2022,Revised Edition,9789719818243,,c&E Publishing Inc.,GC,"vii, 211p. ; ill. : 26 cm",,
HS01538,GC 574 E9239 2024 b2,General biology 2 for senior high school,"Evangelista, Eden V., and Evangelista Luisito T.",2024,Revised Edition,9789719821700,,c&E Publishing Inc.,GC,"ix, 331p. ; ill. : 26 cm",,
HS01539,GC 158.1 L964 2022,Personal development: a worktext for senior high school students,"Libed, Glenda D. and Borres, Jerwin S.",8267,Revised Edition,9789719818267,,c&E Publishing Inc.,GC,"xi, 174p. ; ill. : 26 cm",,
HS01540,GC 959 A861 2022,Readings in Philippine History,"Asuncion, Nestor",8694,Second edition,9789719818694,,C&E Publishing Inc.,GC,"vii, 245p. : 22 cm",,
HS01541,GC 305.3 R6962 2019,"Gender and society: the whys of women, their oppressions, and paths for liberation","Rodriguez, Agustin Martin G., and Rodriguez, Ara Marie Leal",0636,,9789719810636,,C&E Publishing Inc.,GC,"xiii, 314p. : 22 cm",,
HS01542,GC 362 M7443 2022,Disaster and mental health,"Go-Monilla, Ma. Jocelyn A.",9530,,9789719819530,,C&E Publishing Inc.,GC,"xv, 218p. : 22 cm",,
HS01543,GC 641.5 A111 2018,Cookery: Intermediate,3G E-learning,8844,2nd edition,9781680948844,,3g E-Learning llc,GC,"vii, 391p. ; col. ill. : 30 cm",,
HS01544,GC 642.6 A111 2016,Food and beverage: intermediate,3G E-learning,8301,,9789351158301,,3g E-Learning llc,GC,"vi, 378p. ; col. ill. : 30 cm",,
HS01545,GC 306.4 Q79 2024,"Science, technology, and society: an evidence-driven outcomes-based module","Quinto, Edward Jay Mansarate",0505,,9789719820505,,C&E Publishing Inc.,GC,328p. : 22 cm,,
HS01546,GC 155.2 M1179 2022,Understanding the self,"Macayan, Jonathan Veran",0017,second edition,9789719820017,,C&E Publishing Inc.,GC,"ix, 325p. : 22 cm",,
HS01547,GC 001.4 A539 2018 b1,Practical research 1 simplified,"Ancheta, Rica D.",2018,,9786218070158,,Fastbooks Educational Supply Inc,GC,199p. : 23 cm.,,
HS01548,GC 001.4 A539 2018 b2,Practical research 2 simplified,"Ancheta, Rica D.",2018,,9786218070295,,Fastbooks Educational Supply Inc,GC,241p. : 23 cm,,
HS01549,GC 170 M1587 2018,Ethics: theory and contemporary issues,"Mackinon, Barbara",8678,,9781305958678,,Cengage learning,GC,"xiii, 621p. ; col. ill. : 24 cm",,
HS01550,GC 540 S6421 2016,"General, Organic, & biological chemistry","Smith, Janice Gorzynski",8149,,9789814738149,,McGraw Hill Education,GC,"xxxviii, 854p. ; col. ill. : 28 cm",,
HS01551,GC 796.07 D994 2021,"Sports for life: health, optimizing, physical education","Dy, Diana N. and Alcantara, Cyrus T. N.",4115,,9789719814115,,C&E Publishing Inc.,GC,"ix, 181p. ; ill. : 26 cm",,
HS01552,GC 792.8 A644 2021,Dance for life: health optimizing physical education,"Apolonia, Marcelita L.",5235,,9789719815235,,C&E Publishing Inc.,GC,"ix, 203p. ; ill. : 26 cm",,
HS01553,GC 796 P8531 2020,Fitness for life: health optimiIng physical education,"Porto, Jerome A.",2432,,9789719812432,,c&E Publishing Inc.,GC,"xi, 130p. ; ill. : 26 cm",,
HS01554,GC 373 T217 2020,Disciplines and ideas in the social sciences,"Tatel, Carlos Pena",2512,,9786210412512,,Rex Book Store,GC,"x, 117p. ; ill. : 28 cm",,
HS01555,GC 613.7 C163 2023,Physical education and health 1,"Callo, Lualhati Fernando",3776,2nd edition,9786210443776,,Rex Book Store,GC,"v, 159p. ; ill. : 28 cm",,
HS01556,GC 613.7 A639 2023,Physical education and health 2,"Aparato, Conrado R.",3790,2nd edition,9786210443790,,Rex Book Store,GC,"viii, 238p. ; ill. : 28 cm",,
HS01557,GC 373 S1921 2022,Disciplines and ideas in the social sciences,"Sampa, Elias M.",4157,,9786210424157,,Rex Book Store,GC,"xviii, 230p. : 28 cm",,
HS01558,GC 004.082 R256 2022,Empowerment technologies,"Ravina, Elima Alupay",7400,,9786210427400,,rex Book Store,GC,"viii, 216p. : 28 cm",,
HS01559,GC 657 G1466 2023,"Fundamentals of accountancy, business, and management 1","Galanza, Raquel Monte",3806,,9786210443806,,rex Book Store,GC,"xiv, 224p. : 28 cm",,
HS01560,GC 152.4 G625 2020,Emotional intelligence: why it can matter more than IQ,"Goleman, Daniel",0070,,9780553840070,,Bantam Books,GC,"xxi, 497p. : 18 cm",,₱499.00
